HomeTeam,VisitingTeam,Home_Matches_Wo,Visitor_Matches_won,winner,loser,matchdate,scorecrdid,descr,positionplayed,score,winnersTeamName,losersTeamName,hteamid,vteamid
Stanford University,Naval Academy,0,9,"Herold, Jack ","Hindy, Yousef ",10/29/16,94592,CSA Men,1,"11-5,6-11,11-7,11-0",Naval Academy,Stanford University,18564,18554
Stanford University,Naval Academy,0,9,"Ubina, Senen A.","Odrich, Parker M.",10/29/16,94592,CSA Men,2,"11-8,11-8,11-4",Naval Academy,Stanford University,18564,18554
Stanford University,Naval Academy,0,9,"Sweeney, Dylan F.","Bernstein, Matthew G.",10/29/16,94592,CSA Men,3,"11-7,11-7,11-4",Naval Academy,Stanford University,18564,18554
Stanford University,Naval Academy,0,9,"Walker, William M.","Mehrotra, Raghav ",10/29/16,94592,CSA Men,4,"8-11,11-6,11-4,11-4",Naval Academy,Stanford University,18564,18554
Stanford University,Naval Academy,0,9,"Davis, Owen ","Premutico, Samuel ",10/29/16,94592,CSA Men,5,"11-1,11-4,11-5",Naval Academy,Stanford University,18564,18554
Stanford University,Naval Academy,0,9,"Kjorlien, James O","Duffy, Samuel K.",10/29/16,94592,CSA Men,6,"11-8,11-7,11-7",Naval Academy,Stanford University,18564,18554
Stanford University,Naval Academy,0,9,"Kacergis, Michael P","Peisch, Chris ",10/29/16,94592,CSA Men,7,"11-6,11-4,11-4",Naval Academy,Stanford University,18564,18554
Stanford University,Naval Academy,0,9,"Beck, Randy ","Stewart, Matthew ",10/29/16,94592,CSA Men,8,"11-4,11-5,11-3",Naval Academy,Stanford University,18564,18554
Stanford University,Naval Academy,0,9,"Whitney, Reed ","Satterthwaite, Peter F",10/29/16,94592,CSA Men,9,"11-5,11-5,11-8",Naval Academy,Stanford University,18564,18554
Stanford University,Naval Academy,0,9,,,10/29/16,94592,CSA Men,10,unknown,Naval Academy,Stanford University,18564,18554
University of California - Berkeley,Naval Academy,0,8,"Herold, Jack ","Sarwari, Khalil R.",10/29/16,94593,CSA Men,1,"11-4,11-7,11-4",Naval Academy,University of California - Berkeley,18563,18554
University of California - Berkeley,Naval Academy,0,8,"Ubina, Senen A.","Liang, Jaspar ",10/29/16,94593,CSA Men,2,"11-5,11-2,11-4",Naval Academy,University of California - Berkeley,18563,18554
University of California - Berkeley,Naval Academy,0,8,"Sweeney, Dylan F.","Jung, David H.",10/29/16,94593,CSA Men,3,"11-6,11-9,11-8",Naval Academy,University of California - Berkeley,18563,18554
University of California - Berkeley,Naval Academy,0,8,"Davis, Owen ","Chen, Percy ",10/29/16,94593,CSA Men,4,"11-1,11-7,11-4",Naval Academy,University of California - Berkeley,18563,18554
University of California - Berkeley,Naval Academy,0,8,"Kjorlien, James O","Dalal, Nihar ",10/29/16,94593,CSA Men,5,"11-5,11-6,11-7",Naval Academy,University of California - Berkeley,18563,18554
University of California - Berkeley,Naval Academy,0,8,"Kacergis, Michael P","Singh, Avjit ",10/29/16,94593,CSA Men,6,"11-1,11-3,11-2",Naval Academy,University of California - Berkeley,18563,18554
University of California - Berkeley,Naval Academy,0,8,"Beck, Randy ","Vives, Jaume ",10/29/16,94593,CSA Men,7,"11-6,11-0,11-1",Naval Academy,University of California - Berkeley,18563,18554
University of California - Berkeley,Naval Academy,0,8,,"Gupta, Tanay ",10/29/16,94593,CSA Men,8,"11-5,11-5,11-8",Naval Academy,University of California - Berkeley,18563,18554
University of California - Berkeley,Naval Academy,0,8,,,10/29/16,94593,CSA Men,9,unknown,Naval Academy,University of California - Berkeley,18563,18554
University of California - Berkeley,Naval Academy,0,8,,,10/29/16,94593,CSA Men,10,unknown,Naval Academy,University of California - Berkeley,18563,18554
Lehigh University,Swarthmore College,7,2,"Ortmeyer, Henry ","Newell, Gordon D.",10/29/16,96433,CSA Men,1,"12-10,11-4,11-2",Swarthmore College,Lehigh University,18588,18602
Lehigh University,Swarthmore College,7,2,"Bancroft, Nicholas ","Qi, Davy ",10/29/16,96433,CSA Men,2,"11-6,11-4,11-2",Lehigh University,Swarthmore College,18588,18602
Lehigh University,Swarthmore College,7,2,"Bancroft, Cornelius H.","Park, Theodore ",10/29/16,96433,CSA Men,3,"12-10,9-11,11-7,11-6",Lehigh University,Swarthmore College,18588,18602
Lehigh University,Swarthmore College,7,2,"Hussey, Colin ","Sandalow-Ash, Nathaniel ",10/29/16,96433,CSA Men,4,"7-11,11-4,11-5,11-5",Lehigh University,Swarthmore College,18588,18602
Lehigh University,Swarthmore College,7,2,"You, Dong Shin ","Moralejo, Juan ",10/29/16,96433,CSA Men,5,"7-11,11-5,11-3,11-6",Swarthmore College,Lehigh University,18588,18602
Lehigh University,Swarthmore College,7,2,"Littlefield, Jack B.","Peterson, Matthew ",10/29/16,96433,CSA Men,6,"11-3,11-4,11-4",Lehigh University,Swarthmore College,18588,18602
Lehigh University,Swarthmore College,7,2,"Kim, Simon ","Cheng, Olivia ",10/29/16,96433,CSA Men,7,"11-6,7-11,8-11,12-10,13-11",Lehigh University,Swarthmore College,18588,18602
Lehigh University,Swarthmore College,7,2,"Anarumo, Michael ","Iwasaki, Charlotte ",10/29/16,96433,CSA Men,8,"7-11,11-3,11-4,11-3",Lehigh University,Swarthmore College,18588,18602
Lehigh University,Swarthmore College,7,2,"Rankin, Ben ","Lam, Angus ",10/29/16,96433,CSA Men,9,"11-8,11-7,11-8",Lehigh University,Swarthmore College,18588,18602
Lehigh University,Swarthmore College,7,2,,,10/29/16,96433,CSA Men,10,unknown,Swarthmore College,Lehigh University,18588,18602
Johns Hopkins University,"University of North Carolina, Chapel Hill",7,1,"Shin, Philip ","Tilghman, Henry ",10/29/16,101472,CSA Men,1,"14-12,11-4,11-3",Johns Hopkins University,"University of North Carolina, Chapel Hill",18593,18587
Johns Hopkins University,"University of North Carolina, Chapel Hill",7,1,"Reddy, Rahul ","Hinton, Webb Y.",10/29/16,101472,CSA Men,2,"11-5,11-4,11-4",Johns Hopkins University,"University of North Carolina, Chapel Hill",18593,18587
Johns Hopkins University,"University of North Carolina, Chapel Hill",7,1,"Schmidt, George ","Coffin, Preston ",10/29/16,101472,CSA Men,3,"11-4,14-12,11-9","University of North Carolina, Chapel Hill",Johns Hopkins University,18593,18587
Johns Hopkins University,"University of North Carolina, Chapel Hill",7,1,"Lim, Mick ","Golann, Sky ",10/29/16,101472,CSA Men,4,"11-5,12-10,11-3",Johns Hopkins University,"University of North Carolina, Chapel Hill",18593,18587
Johns Hopkins University,"University of North Carolina, Chapel Hill",7,1,"Cui, Jason ","Bregier, Josh ",10/29/16,101472,CSA Men,5,"11-6,11-4,11-3",Johns Hopkins University,"University of North Carolina, Chapel Hill",18593,18587
Johns Hopkins University,"University of North Carolina, Chapel Hill",7,1,"Kim, Jonathan ","Adamkiewicz, Daniel ",10/29/16,101472,CSA Men,6,"11-1,11-2,11-3",Johns Hopkins University,"University of North Carolina, Chapel Hill",18593,18587
Johns Hopkins University,"University of North Carolina, Chapel Hill",7,1,"Lin, Jerry ","Alderman, Morgan ",10/29/16,101472,CSA Men,7,"11-7,11-5,11-4",Johns Hopkins University,"University of North Carolina, Chapel Hill",18593,18587
Johns Hopkins University,"University of North Carolina, Chapel Hill",7,1,"Tritsch, Michael R.","Mukhtar, Hazim ",10/29/16,101472,CSA Men,8,"11-0,11-0,11-2",Johns Hopkins University,"University of North Carolina, Chapel Hill",18593,18587
Johns Hopkins University,"University of North Carolina, Chapel Hill",7,1,,,10/29/16,101472,CSA Men,9,unknown,Johns Hopkins University,"University of North Carolina, Chapel Hill",18593,18587
Johns Hopkins University,"University of North Carolina, Chapel Hill",7,1,,,10/29/16,101472,CSA Men,10,unknown,Johns Hopkins University,"University of North Carolina, Chapel Hill",18593,18587
Northwestern University,University of Southern California,7,2,"Haun, Peter ","Lin, Fred ",11/4/16,97062,CSA Men,1,"6-11,11-9,11-5,11-7",Northwestern University,University of Southern California,18581,18575
Northwestern University,University of Southern California,7,2,"Bryant, Griffith S","Desai, Chaitanya ",11/4/16,97062,CSA Men,2,"11-7,8-11,11-4,11-6",Northwestern University,University of Southern California,18581,18575
Northwestern University,University of Southern California,7,2,"Jhunjhnuwala, Shivang ","Leonard, Michael ",11/4/16,97062,CSA Men,3,"8-11,11-8,11-6,7-11,11-4",University of Southern California,Northwestern University,18581,18575
Northwestern University,University of Southern California,7,2,"Henry-Reid, Travis ","Kohli, Mehran ",11/4/16,97062,CSA Men,4,"11-7,11-7,12-10",Northwestern University,University of Southern California,18581,18575
Northwestern University,University of Southern California,7,2,"Shah, Niheer T.","Shang, Kelvin H.",11/4/16,97062,CSA Men,5,"11-3,11-9,11-0",Northwestern University,University of Southern California,18581,18575
Northwestern University,University of Southern California,7,2,"Kandula, Viswajit ","Cheng, Austin ",11/4/16,97062,CSA Men,6,"11-6,11-5,11-0",Northwestern University,University of Southern California,18581,18575
Northwestern University,University of Southern California,7,2,"Trousdale, Justin A","Yeung, Kevin ",11/4/16,97062,CSA Men,7,"11-6,11-4,11-5",Northwestern University,University of Southern California,18581,18575
Northwestern University,University of Southern California,7,2,"Holey, Luke A.","Lin, Emma ",11/4/16,97062,CSA Men,8,"11-5,11-9,11-5",Northwestern University,University of Southern California,18581,18575
Northwestern University,University of Southern California,7,2,"Schwartz, Alexandra ","Gritz, Ethan ",11/4/16,97062,CSA Men,9,"11-7,11-6,11-5",University of Southern California,Northwestern University,18581,18575
Northwestern University,University of Southern California,7,2,,,11/4/16,97062,CSA Men,10,unknown,Northwestern University,University of Southern California,18581,18575
University of Virginia,"Richmond, University of",9,0,"Blake, Mason A.","Willmot, Jonathan J.",11/5/16,94343,CSA Men,1,"11-0,11-7,11-2",University of Virginia,"Richmond, University of",18582,18604
University of Virginia,"Richmond, University of",9,0,"Hansford, Toby S.","Simmonds, Morgan ",11/5/16,94343,CSA Men,2,"11-4,11-0,11-3",University of Virginia,"Richmond, University of",18582,18604
University of Virginia,"Richmond, University of",9,0,"Odrich, Jarett M.","Sternlicht, George S.",11/5/16,94343,CSA Men,3,"11-5,11-3,11-0",University of Virginia,"Richmond, University of",18582,18604
University of Virginia,"Richmond, University of",9,0,"Woodworth, Charles K","Megherby, Christian ",11/5/16,94343,CSA Men,4,"11-3,11-2,11-6",University of Virginia,"Richmond, University of",18582,18604
University of Virginia,"Richmond, University of",9,0,"Bubrosky, Grayson P.","Shannon, Philip ",11/5/16,94343,CSA Men,5,"11-5,11-5,11-8",University of Virginia,"Richmond, University of",18582,18604
University of Virginia,"Richmond, University of",9,0,"Bubrosky, Killian ","Carlisle, Reed M.",11/5/16,94343,CSA Men,6,"11-5,11-3,11-2",University of Virginia,"Richmond, University of",18582,18604
University of Virginia,"Richmond, University of",9,0,"Staunton, Stewart B","Ayala, Arturo A",11/5/16,94343,CSA Men,7,"11-3,11-3,11-2",University of Virginia,"Richmond, University of",18582,18604
University of Virginia,"Richmond, University of",9,0,"Kapp, Harrison A","Joyce, Miller ",11/5/16,94343,CSA Men,8,"11-1,11-2,11-1",University of Virginia,"Richmond, University of",18582,18604
University of Virginia,"Richmond, University of",9,0,"Dudzik, James G","Gabriele, Ryan ",11/5/16,94343,CSA Men,9,"11-2,11-3,11-7",University of Virginia,"Richmond, University of",18582,18604
University of Virginia,"Richmond, University of",9,0,,,11/5/16,94343,CSA Men,10,unknown,University of Virginia,"Richmond, University of",18582,18604
"Richmond, University of",William & Mary,9,0,"Willmot, Jonathan J.","Jacques, Alex ",11/5/16,95897,CSA Men,1,"11-2,11-4,5-11,7-11,11-5","Richmond, University of",William & Mary,18604,18873
"Richmond, University of",William & Mary,9,0,"Simmonds, Morgan ","Quagliano, James ",11/5/16,95897,CSA Men,2,"11-6,11-2,11-2","Richmond, University of",William & Mary,18604,18873
"Richmond, University of",William & Mary,9,0,"Sternlicht, George S.","Thaker, Elliot ",11/5/16,95897,CSA Men,3,"11-2,11-4,11-5","Richmond, University of",William & Mary,18604,18873
"Richmond, University of",William & Mary,9,0,"Megherby, Christian ","Erickson, Ian ",11/5/16,95897,CSA Men,4,"11-0,11-3,9-11,11-4","Richmond, University of",William & Mary,18604,18873
"Richmond, University of",William & Mary,9,0,"Shannon, Philip ","Weir, Adam ",11/5/16,95897,CSA Men,5,"11-1,11-2,11-3","Richmond, University of",William & Mary,18604,18873
"Richmond, University of",William & Mary,9,0,"Carlisle, Reed M.","Forman, Emma ",11/5/16,95897,CSA Men,6,"11-1,11-2,11-2","Richmond, University of",William & Mary,18604,18873
"Richmond, University of",William & Mary,9,0,"Ayala, Arturo A","Arp, Benjamin ",11/5/16,95897,CSA Men,7,"11-3,11-0,11-4","Richmond, University of",William & Mary,18604,18873
"Richmond, University of",William & Mary,9,0,"Joyce, Miller ","Gardiner, Bryan ",11/5/16,95897,CSA Men,8,"11-3,11-3,11-4","Richmond, University of",William & Mary,18604,18873
"Richmond, University of",William & Mary,9,0,"Gabriele, Ryan ","Hollerith, Charlie ",11/5/16,95897,CSA Men,9,"11-4,11-3,11-8","Richmond, University of",William & Mary,18604,18873
"Richmond, University of",William & Mary,9,0,,,11/5/16,95897,CSA Men,10,unknown,"Richmond, University of",William & Mary,18604,18873
Dickinson College,Lehigh University,9,0,"Elsergany, Abdelrahman A","Newell, Gordon D.",11/5/16,96117,CSA Men,1,"11-0,11-5,11-4",Dickinson College,Lehigh University,18608,18588
Dickinson College,Lehigh University,9,0,"Holappa, Hal S.","Bancroft, Nicholas ",11/5/16,96117,CSA Men,2,"11-3,11-2,11-5",Dickinson College,Lehigh University,18608,18588
Dickinson College,Lehigh University,9,0,"Wattles, Alexander ","Bancroft, Cornelius H.",11/5/16,96117,CSA Men,3,"11-0,11-0,11-5",Dickinson College,Lehigh University,18608,18588
Dickinson College,Lehigh University,9,0,"Litman, Cory D","Hussey, Colin ",11/5/16,96117,CSA Men,4,"11-4,11-7,11-1",Dickinson College,Lehigh University,18608,18588
Dickinson College,Lehigh University,9,0,"Mayo, Harrison ","Littlefield, Jack B.",11/5/16,96117,CSA Men,5,"11-2,11-3,11-4",Dickinson College,Lehigh University,18608,18588
